proposal_id,person_id,label
P00108,U05219,0
P00108,U09989,0
P00109,U05053,1
P00109,U03145,1
P00109,U09753,1
P00109,U00132,1
P00109,U06886,1
P00109,U07464,0
P00109,U09625,0
P00109,U08690,0
P00109,U05411,0
P00109,U08828,0
P00109,U06878,0
P00109,U04588,0
P00110,U03342,1
P00110,U00947,1
P00110,U04381,1
P00110,U05370,1
P00110,U05464,1
P00110,U00256,1
P00110,U08303,0
P00110,U00395,0
P00110,U00804,0
P00110,U01959,0
P00110,U03427,0
P00110,U06162,0
P00110,U07606,0
P00110,U06395,0
P00111,U01735,1
P00111,U05442,1
P00111,U01387,1
P00111,U08198,1
P00111,U06680,1
P00111,U09253,1
P00111,U00382,0
P00111,U08728,0
P00111,U08705,0
P00111,U05219,0
P00111,U01730,0
P00111,U00981,0
P00111,U09383,0
P00111,U09314,0
P00112,U05476,1
P00112,U01290,1
P00112,U04225,1
P00112,U07206,1
P00112,U05130,0
P00112,U09866,0
P00112,U00811,0
P00112,U06421,0
P00112,U01273,0
P00112,U07090,0
P00112,U01442,0
P00112,U09291,0
P00113,U00166,1
P00113,U05021,1
P00113,U07232,1
P00113,U05977,1
P00113,U01651,1
P00113,U01179,1
P00113,U07223,0
P00113,U08188,0
P00113,U02645,0
P00113,U05928,0
P00113,U04360,0
P00113,U05877,0
P00113,U03198,0
P00113,U03986,0
